SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,12396 Kiwi Ct,Jacksonville,FL,32225,525000,5,2.5,Summerbrook,3582,,2004,4,147,42,Active,,,https://www.redfin.com/FL/Jacksonville/12396-Kiwi-Ct-32225/home/62436110,NEFLMLS,1176136,N,Y,30.3233715,-81.4846855
MLS Listing,,Multi-Family (2-4 Unit),2213 Evergreen Ave,Jacksonville,FL,32206,359000,6,2.0,Richardsons,2736,,1916,4,131,,Active,,,https://www.redfin.com/FL/Jacksonville/2213-Evergreen-Ave-32206/home/108838596,NEFLMLS,1176850,N,Y,30.350913,-81.6430427
MLS Listing,,Mobile/Manufactured Home,1261 Jones Rd,Jacksonville,FL,32220,300000,4,2.0,Marietta,1612,,1990,4,186,,Active,,,https://www.redfin.com/FL/Jacksonville/1261-Jones-Rd-32220/home/72812196,NEFLMLS,1176849,N,Y,30.3375669,-81.8042239
MLS Listing,,Single Family Residential,5262 Alloaks Ct,Jacksonville,FL,32258,415000,3,2.0,Julington Forest,1643,,1983,4,253,,Contingent,,,https://www.redfin.com/FL/Jacksonville/5262-Alloaks-Ct-32258/home/62430604,NEFLMLS,1176847,N,Y,30.1352474,-81.5679761
MLS Listing,,Multi-Family (2-4 Unit),3112 Riverside Ave,Jacksonville,FL,32205,750000,5,4.0,Pinehurst,3090,,1921,4,243,,Active,,,https://www.redfin.com/FL/Jacksonville/3112-Riverside-Ave-32205/home/180051676,NEFLMLS,1176845,N,Y,30.301817,-81.6985766
MLS Listing,,Single Family Residential,7006 Bartram Cove Pkwy,Jacksonville,FL,32258,454000,3,2.0,Bartram Park Preserve,1632,,2019,4,278,63,Active,,,https://www.redfin.com/FL/Jacksonville/7006-Bartram-Cove-Pkwy-32258/home/148544781,NEFLMLS,1176843,N,Y,30.107919,-81.521279
MLS Listing,,Condo/Co-op,13810 Sutton Park Dr North #734,Jacksonville,FL,32224,195000,1,1.0,Grand Reserve Condo,885,,1997,4,220,241,Active,,,https://www.redfin.com/FL/Jacksonville/13810-Sutton-Park-Dr-N-32224/unit-734/home/72802068,NEFLMLS,1176841,N,Y,30.261886,-81.4617999
MLS Listing,,Townhouse,290 Annies Pl,Jacksonville,FL,32218,285060,3,2.5,ANNIES WALK,1373,,2022,4,208,154,Active,,,https://www.redfin.com/FL/Jacksonville/290-Annies-Pl-32218/home/180052185,NEFLMLS,1176840,N,Y,30.4737537,-81.6248406
MLS Listing,,Vacant Land,4590 Julington Creek Rd,Jacksonville,FL,32258,450000,,,Hoods,,,,4,,,Active,,,https://www.redfin.com/FL/Jacksonville/4590-Julington-Creek-Rd-32258/home/180051955,NEFLMLS,1176617,N,Y,30.1363192,-81.5867375
MLS Listing,,Single Family Residential,15837 Dallas Creek Ct,Jacksonville,FL,32218,364900,3,2.0,Bainebridge Estates,2086,,2009,4,175,13,Active,,,https://www.redfin.com/FL/Jacksonville/15837-Dallas-Creek-Ct-32218/home/62431635,NEFLMLS,1176834,N,Y,30.5240906,-81.6442167
MLS Listing,,Single Family Residential,5436 Heckscher Dr,Jacksonville,FL,32226,1250500,3,4.0,Heckscher Dr Estates,3600,,1999,4,347,,Active,,,https://www.redfin.com/FL/Jacksonville/5436-Heckscher-Dr-32226/home/62414560,NEFLMLS,1176315,N,Y,30.4151413,-81.5266685
MLS Listing,,Townhouse,294 Annies Pl,Jacksonville,FL,32218,285460,3,2.5,ANNIES WALK,1373,,2022,4,208,154,Active,,,https://www.redfin.com/FL/Jacksonville/294-Annies-Pl-32218/home/180050551,NEFLMLS,1176829,N,Y,30.4737537,-81.6248406
MLS Listing,,Single Family Residential,2921 Loran Dr West,Jacksonville,FL,32216,274900,3,2.0,Loran Estates,1104,,1962,4,249,,Active,,,https://www.redfin.com/FL/Jacksonville/2921-Loran-Dr-W-32216/home/72771956,NEFLMLS,1176827,N,Y,30.2715107,-81.6051548
MLS Listing,,Single Family Residential,10351 Belmont Stakes Ct,Jacksonville,FL,32257,479900,4,2.5,Lexington Place,2398,,1992,4,200,13,Active,,,https://www.redfin.com/FL/Jacksonville/10351-Belmont-Stakes-Ct-32257/home/62464784,NEFLMLS,1176826,N,Y,30.1870846,-81.5859155
MLS Listing,,Single Family Residential,16096 Blossom Lake Dr,Jacksonville,FL,32218,349900,3,2.0,Bainebridge Estates,1548,,2016,4,226,13,Active,,,https://www.redfin.com/FL/Jacksonville/16096-Blossom-Lake-Dr-32218/home/110283256,NEFLMLS,1176825,N,Y,30.5305567,-81.640603
MLS Listing,,Single Family Residential,6930 Rollo Rd,Jacksonville,FL,32205,249900,3,2.0,Normandy,1478,,1957,4,169,,Active,,,https://www.redfin.com/FL/Jacksonville/6930-Rollo-Rd-32205/home/108854796,NEFLMLS,1176815,N,Y,30.3087445,-81.7620601
MLS Listing,,Single Family Residential,4910 Rhode Island Ct,JACKSONVILLE,FL,32209,115000,3,1.0,LINCOLN ESTATES,1031,12027,1963,4,112,,Active,,,https://www.redfin.com/FL/Jacksonville/4910-Rhode-Island-Ct-32209/home/62144781,Stellar MLS,T3382808,N,Y,30.3830865,-81.7226939
MLS Listing,,Single Family Residential,8905 Ricardo Ln,Jacksonville,FL,32216,220000,3,1.0,Azalea Terrace,880,,1954,4,250,,Contingent,,,https://www.redfin.com/FL/Jacksonville/8905-Ricardo-Ln-32216/home/72762976,NEFLMLS,1176798,N,Y,30.2927125,-81.5634775
MLS Listing,,Single Family Residential,6998 Delisle Dr,Jacksonville,FL,32244,189900,3,1.0,Oak Hill,1040,,1961,4,183,,Active,,,https://www.redfin.com/FL/Jacksonville/6998-Delisle-Dr-32244/home/108791555,NEFLMLS,1176797,N,Y,30.2430465,-81.7597953
MLS Listing,,Multi-Family (2-4 Unit),1530 Mt Herman St,Jacksonville,FL,32209,249900,6,3.0,Stewarts Addn To Jax,1890,,1914,4,132,,Active,,,https://www.redfin.com/FL/Jacksonville/1530-Mt-Herman-St-32209/home/58769454,NEFLMLS,1176796,N,Y,30.3436255,-81.6694564
PAST SALE,June-27-2014,Single Family Residential,14512 Pablo Ter,JACKSONVILLE,FL,32224,799000,3,2.5,OUT OF COUNTY,2220,19602,1981,3,360,,Pending,,,https://www.redfin.com/FL/Jacksonville/14512-Pablo-Ter-32224/home/62466315,Stellar MLS,FC278760,N,Y,30.2933935,-81.4344867
MLS Listing,,Single Family Residential,13350 Beall Ave,Jacksonville,FL,32218,262000,3,1.0,Oceanway Manor,1375,,1960,4,191,,Active,,,https://www.redfin.com/FL/Jacksonville/13350-Beall-Ave-32218/home/72751993,NEFLMLS,1175541,N,Y,30.4794905,-81.6229238
MLS Listing,,Single Family Residential,7600 Windward Way West,Jacksonville,FL,32256,779000,5,3.5,Deerwood,2837,,1973,4,275,200,Active,,,https://www.redfin.com/FL/Jacksonville/7600-Windward-Way-W-32256/home/72766398,NEFLMLS,1176787,N,Y,30.2349874,-81.5511154
MLS Listing,,Single Family Residential,2974 Captiva Bluff Ct,Jacksonville,FL,32226,399999,3,2.5,Captiva Bluff,2636,,2003,4,152,28,Active,,,https://www.redfin.com/FL/Jacksonville/2974-Captiva-Bluff-Ct-32226/home/62428373,NEFLMLS,1176784,N,Y,30.4561745,-81.5841691
MLS Listing,,Condo/Co-op,3591 Kernan Blvd #409,Jacksonville,FL,32224,230000,3,2.0,Avanti,1301,,2005,4,177,420,Active,,,https://www.redfin.com/FL/Jacksonville/3591-Kernan-Blvd-S-32224/unit-409/home/108829150,NEFLMLS,1176783,N,Y,30.2837684,-81.4881502
MLS Listing,,Single Family Residential,7587 Rock Brook Dr,Jacksonville,FL,32222,399900,3,2.0,Longleaf,2126,,2021,4,188,63,Active,,,https://www.redfin.com/FL/Jacksonville/7587-Rock-Brook-Dr-32222/home/178518710,NEFLMLS,1176782,N,Y,30.205746,-81.825835
MLS Listing,,Single Family Residential,7262 San Pedro Rd,Jacksonville,FL,32217,2700000,6,5.0,Worths San Jose,5888,,1965,4,459,,Active,,,https://www.redfin.com/FL/Jacksonville/7262-San-Pedro-Rd-32217/home/58713196,NEFLMLS,1176769,N,Y,30.2438929,-81.6314857
MLS Listing,,Condo/Co-op,1200 Bretta St #31,Jacksonville,FL,32211,85000,2,1.5,Teakwood Villas,1056,,1970,4,80,425,Active,,,https://www.redfin.com/FL/Jacksonville/1200-Bretta-St-32211/unit-31/home/108796244,NEFLMLS,1176766,N,Y,30.3329864,-81.6061826
